,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2
180,FOUR,SIX,oakleigh,3166,20170325,WkEnd,SDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,0.6931471805599453,65,35,3.871201010907891,N,N,N,N,98.0,59.0,6.99117688712121,1960,0.6931471805599453,0.0,0.0,0.0,0,0,15.3,29.7,0.0,20.2,0.09531017980432487,0.09531017980432487,0.4700036292457356,0.7839015438284094,430000,560000,0.0,NrlyLvl,432667,0.0,0
181,THREE,THREE,hughesdale,3166,20160428,WkDay,ThDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,0.6931471805599453,51,33,3.8501476017100584,N,N,N,N,70.0,43.5,6.391917113392602,2012,1.0986122886681098,0.0,13.02805489573287,0.0,2013,0,19.8,24.9,0.0,19.8,0.001998002662673056,0.18232155679395465,0.5877866649021191,0.0,470000,615000,17.0,NrlyLvl,517500,13.384729180332174,618000
182,THREE,FIVE,hughesdale,3166,20150613,WkEnd,SDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,1.0986122886681098,60,30,3.8066624897703196,N,N,Y,Y,70.0,43.5,6.834108738813838,1960,0.6931471805599453,0.0,0.0,0.0,0,0,6.0,18.2,0.0,19.4,1.9315214116032138,0.5877866649021191,0.6931471805599453,0.6259384308664953,575000,750000,0.0,,508333,12.899222326086994,752000
183,ONE,SEVEN,oakleigh,3166,20170716,WkEnd,SDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,0.6931471805599453,66,16,3.7376696182833684,Y,N,Y,Y,98.0,59.0,6.977281341630747,1960,1.9459101490553132,1.3862943611198906,12.738173341424954,5.968707559985366,2009,2017,3.0,12.5,0.0,20.0,0.6418538861723948,0.6418538861723948,0.08984070399978947,0.49469624183610705,450000,585000,25.8,GntlyInclnd,432667,12.91164481522143,690000
184,NINE,SEVEN,oakleigh,3166,20170417,WkDay,MDay,HliDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,0.6931471805599453,66,16,3.7376696182833684,Y,N,Y,Y,98.0,59.0,6.977281341630747,1960,0.6931471805599453,0.0,0.0,0.0,0,0,11.1,18.3,0.0,20.0,0.6418538861723948,0.6418538861723948,0.08984070399978947,0.49469624183610705,470000,615000,25.8,GntlyInclnd,591083,12.91164481522143,690000
185,EIGHT,EIGHT,hughesdale,3166,20170523,WkDay,TuDay,WrkngDy,sold,AptFlat,1.0986122886681098,1.0986122886681098,0.6931471805599453,55,44,3.871201010907891,N,N,Y,N,70.0,43.5,7.0967213784947605,1989,0.6931471805599453,1.0986122886681098,0.0,6.175867270105761,0,2017,12.8,19.3,0.0,19.6,2.3702437414678603,0.9162907318741551,0.5306282510621704,0.0,429000,650000,0.0,NrlyLvl,519333,13.384729180332174,560000
186,TWO,SIX,oakleigh,3166,20140910,WkDay,WDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,0.6931471805599453,66,16,3.7376696182833684,N,N,Y,N,98.0,59.0,5.659482215759621,1989,1.3862943611198906,1.0986122886681098,12.25486757159303,5.860786223465865,2008,2010,11.6,19.3,0.9555114450274363,19.8,1.2809338454620642,1.1939224684724346,1.4350845252893227,0.49469624183610705,380000,650000,0.0,,432667,12.91164481522143,422000
187,SEVEN,FOUR,hughesdale,3166,20150926,WkEnd,SDay,WrkngDy,sold,AptFltHseVilla,1.0986122886681098,0.6931471805599453,0.6931471805599453,51,47,3.9318256327243257,N,N,N,N,70.0,43.5,4.6443908991413725,1960,1.3862943611198906,0.6931471805599453,13.077368103521614,5.929589143389895,2010,2010,6.6,17.9,0.0,19.3,0.33647223662121295,0.33647223662121295,0.5306282510621704,0.5423242908253617,545000,715000,0.0,,727667,13.384729180332174,720000
188,THREE,FIVE,hughesdale,3166,20150613,WkEnd,SDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,1.0986122886681098,60,30,3.8066624897703196,N,N,Y,Y,70.0,43.5,6.834108738813838,1960,0.6931471805599453,0.0,0.0,0.0,0,0,6.0,18.2,0.0,19.4,1.9315214116032138,0.5877866649021191,0.6931471805599453,0.6259384308664953,575000,750000,0.0,,508333,12.899222326086994,752000
189,ONE,TWO,oakleigh,3166,20150613,WkEnd,SDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,0.6931471805599453,60,30,3.713572066704308,Y,N,Y,Y,98.0,59.0,5.351858133476067,1960,0.6931471805599453,0.0,0.0,0.0,0,0,6.0,18.2,0.0,19.6,1.33500106673234,0.4700036292457356,0.8754687373538999,0.6205764877251099,545000,715000,0.0,,527083,13.077368103521614,750000
190,,SIX,oakleigh,3166,20141004,WkEnd,SDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,0.6931471805599453,79,15,3.7376696182833684,Y,N,N,N,98.0,59.0,6.2422232654551655,1940,1.3862943611198906,0.0,11.58989576532275,0.0,1992,0,8.7,26.3,0.18232155679395465,19.8,0.5877866649021191,0.5877866649021191,1.2237754316221157,1.814824742159051,845000,1110000,16.1,NrlyLvl,980000,0.0,0
191,THREE,THREE,hughesdale,3166,20141107,WkDay,FDay,WrkngDy,sold,AptHseTwnHse,1.0986122886681098,0.6931471805599453,0.6931471805599453,51,33,3.8501476017100584,Y,N,Y,N,70.0,43.5,6.548219102762372,2000,1.0986122886681098,0.6931471805599453,12.87262171168374,5.993961427306569,2007,2011,11.1,32.1,0.0,19.2,0.4054651081081644,0.4054651081081644,0.33647223662121295,0.4700036292457356,575000,750000,0.0,NrlyLvl,727667,13.740249151630263,478000
192,ONE,FIVE,oakleigh,3166,20140515,WkDay,ThDay,WrkngDy,sold,AptFltHseVilla,1.0986122886681098,0.6931471805599453,0.6931471805599453,63,30,3.6109179126442243,Y,N,N,N,98.0,59.0,5.4680601411351315,1980,1.0986122886681098,0.0,11.982935344196433,0.0,1998,0,14.3,22.9,0.0,20.2,0.18232155679395465,0.18232155679395465,0.09531017980432487,0.5306282510621704,575000,750000,0.0,,527083,13.232116033476537,478000
193,ONE,EIGHT,oakleigh,3166,20140222,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,0.6931471805599453,1.0986122886681098,63,40,3.871201010907891,N,N,Y,N,98.0,59.0,5.973809611869261,1900,1.0986122886681098,0.6931471805599453,13.02805489573287,5.802118375377063,2011,2011,14.1,19.3,0.4700036292457356,20.1,0.18232155679395465,0.07881118042428976,0.4054651081081644,0.8109302162163288,690000,910000,0.0,,711417,13.475834594887509,860000
194,SIX,FOUR,hughesdale,3166,20150521,WkDay,ThDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,0.6931471805599453,51,47,3.9318256327243257,N,N,Y,N,70.0,43.5,4.499809670330265,1960,0.6931471805599453,0.0,0.0,0.0,0,0,10.3,13.6,1.9740810260220096,19.3,0.33647223662121295,0.33647223662121295,0.5306282510621704,0.5423242908253617,545000,715000,0.0,,727667,13.384729180332174,720000
195,,FOUR,hughesdale,3166,20141213,WkEnd,SDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,1.0986122886681098,66,31,3.7612001156935624,Y,N,N,N,70.0,43.5,6.63200177739563,1946,0.6931471805599453,0.0,0.0,0.0,0,0,14.4,30.7,0.0,20.1,0.18232155679395465,0.18232155679395465,0.9162907318741551,0.41871033485818504,1120000,1510000,16.0,NrlyLvl,1157000,13.8924725250259,1100000
196,,THREE,hughesdale,3166,20141108,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,66,31,3.7612001156935624,Y,N,N,N,70.0,43.5,6.63200177739563,1980,0.6931471805599453,0.0,0.0,0.0,0,0,18.0,34.9,0.0,20.2,0.262364264467491,0.262364264467491,0.9162907318741551,0.412109650826833,930000,1860000,16.1,NrlyLvl,1291500,14.030622744032508,1420000
197,TWO,FOUR,hughesdale,3166,20140405,WkEnd,SDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.0986122886681098,1.0986122886681098,55,44,3.871201010907891,N,N,Y,N,70.0,43.5,5.327876168789581,2000,1.0986122886681098,0.6931471805599453,13.190023895035274,6.111467339502679,2006,2006,14.8,24.2,0.0,19.8,0.4700036292457356,0.4700036292457356,0.4700036292457356,0.0,925000,1230000,24.6,GntlyInclnd,1153667,13.639967177343745,962000
198,,THREE,hughesdale,3166,20140322,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,1.0986122886681098,1.0986122886681098,60,30,3.8066624897703196,N,N,N,N,70.0,43.5,5.883322388488279,2001,1.0986122886681098,0.0,11.849404844423074,0.0,2000,0,13.4,18.1,1.0296194171811581,20.7,0.6931471805599453,0.4700036292457356,1.0296194171811581,0.0,1080000,1430000,0.0,GntlyInclnd,1316000,14.279245203127035,1440000
199,,FOUR,huntingdale,3166,20150713,WkDay,MDay,WrkngDy,sold,Hse,1.6094379124341003,1.0986122886681098,0.6931471805599453,55,37,3.871201010907891,Y,N,Y,N,59.5,16.5,6.541029999189903,1960,0.6931471805599453,0.0,0.0,0.0,0,0,6.1,12.7,3.380994674344636,20.7,2.5952547069568657,1.6486586255873816,1.5260563034950492,0.43178241642553783,815000,1530000,20.9,NrlyLvl,982000,13.722299273936335,1150000
200,,THREE,huntingdale,3166,20150502,WkEnd,SDay,WrkngDy,sold,Hse,1.791759469228055,1.0986122886681098,0.6931471805599453,55,37,3.871201010907891,N,N,N,N,59.5,16.5,6.396929655216146,1950,1.3862943611198906,0.0,13.396961730063138,0.0,2013,0,11.6,22.2,0.0,21.0,0.9555114450274363,0.6931471805599453,1.1314021114911006,0.5306282510621704,1030000,1360000,18.2,NrlyLvl,1523333,13.8924725250259,1100000
201,,FOUR,oakleigh,3166,20170309,WkDay,ThDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,66,22,3.7612001156935624,N,N,N,N,98.0,59.0,6.508769136971682,1925,0.6931471805599453,0.0,0.0,0.0,0,0,15.0,32.3,0.0,20.3,0.4054651081081644,0.262364264467491,0.6418538861723948,0.6259384308664953,800000,1640000,18.3,NrlyLvl,1008333,13.774689605110144,1100000
202,TWO,,oakleigh,3166,20160612,WkEnd,SDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.0986122886681098,0.6931471805599453,60,30,3.713572066704308,N,N,Y,N,98.0,59.0,5.986452005284438,2000,1.0986122886681098,0.0,12.429220196836383,0.0,2000,0,5.0,13.8,0.4700036292457356,19.8,1.3862943611198906,0.18232155679395465,0.8754687373538999,0.5766133643039938,800000,1060000,0.0,,806833,13.567050480716235,962000
203,,,oakleigh,3166,20140412,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,68,41,4.04305126783455,N,N,N,N,98.0,59.0,6.226536669287466,1980,1.0986122886681098,1.3862943611198906,11.724004532183379,6.16541785423142,1990,2015,15.1,22.3,0.33647223662121295,20.2,0.8754687373538999,0.33647223662121295,0.6931471805599453,1.8196988379172965,1080000,1430000,13.8,NrlyLvl,1146667,13.698977865303197,1120000
204,,FOUR,oakleigh,3166,20140329,WkEnd,SDay,WrkngDy,sold,Hse,1.791759469228055,1.3862943611198906,1.0986122886681098,64,30,3.8918202981106265,Y,N,Y,N,98.0,59.0,6.643789733147672,1935,1.6094379124341003,0.0,13.340696979437066,0.0,2008,0,12.3,22.1,0.18232155679395465,20.6,0.7419373447293773,0.5306282510621704,0.6931471805599453,0.5877866649021191,1120000,1510000,0.0,NrlyLvl,1150000,13.774689605110144,1120000
205,,SIX,oakleigh,3166,20140301,WkEnd,SDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,1.0986122886681098,79,15,3.7376696182833684,Y,N,N,N,98.0,59.0,6.302618975744905,1920,1.3862943611198906,0.6931471805599453,12.782688818818986,5.771441123130016,2004,2009,14.5,22.3,0.0,19.8,0.6931471805599453,0.4700036292457356,0.6931471805599453,0.7323678937132266,1180000,1580000,15.3,NrlyLvl,1160000,14.166168133802548,1410000
206,,SIX,oakleigh,3166,20140215,WkEnd,SDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,0.6931471805599453,79,15,3.7376696182833684,Y,N,N,N,98.0,59.0,6.340359303727752,1920,0.6931471805599453,0.0,0.0,0.0,0,0,20.3,28.2,0.0,20.1,0.262364264467491,0.33647223662121295,0.7419373447293773,1.809926773183504,1080000,1430000,16.2,NrlyLvl,1148733,13.910821646859095,1050000
207,,NINE,oakleigh,3166,20140128,WkDay,TuDay,WrkngDy,sold,Hse,1.3862943611198906,1.0986122886681098,1.3862943611198906,74,23,3.8066624897703196,Y,N,N,N,98.0,59.0,6.408528791059498,1945,0.6931471805599453,0.0,0.0,0.0,0,0,23.0,41.0,0.0,20.7,0.832909122935104,0.18232155679395465,0.7884573603642702,0.6780335427498971,1180000,1580000,16.1,NrlyLvl,1213333,13.928840136128022,878000
208,,,hughesdale,3166,20150307,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,54,34,3.6888794541139363,N,N,Y,N,70.0,43.5,6.326149473155099,1980,1.3862943611198906,0.6931471805599453,13.308844604096606,6.042632833682381,2012,2011,15.4,22.6,0.18232155679395465,20.4,0.5306282510621704,0.08342160813907239,1.0296194171811581,0.22314355131420976,1030000,1360000,15.3,NrlyLvl,877000,14.180154365996387,1350000
209,,THREE,hughesdale,3166,20140503,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,60,30,3.8066624897703196,Y,N,N,N,70.0,43.5,6.548219102762372,1980,0.6931471805599453,0.0,0.0,0.0,0,0,9.8,16.0,0.8754687373538999,19.9,0.18232155679395465,0.18232155679395465,0.9932517730102833,0.0,1180000,1580000,15.5,NrlyLvl,1280333,14.180154365996387,1350000
210,,EIGHT,huntingdale,3166,20160227,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,55,37,3.871201010907891,N,N,N,N,59.5,16.5,6.555356891810665,1950,0.6931471805599453,0.0,0.0,0.0,0,0,17.7,22.2,0.0,20.8,1.589235205116581,2.533696813957432,1.5260563034950492,0.4510756193602166,910000,1370000,21.4,GntlyInclnd,1108333,13.8125070519525,1100000
211,TWO,EIGHT,oakleigh,3166,20160719,WkDay,TuDay,WrkngDy,sold,TwnHse,1.6094379124341003,1.0986122886681098,1.0986122886681098,60,30,3.713572066704308,N,N,N,N,98.0,59.0,6.513230110912307,2012,1.0986122886681098,0.0,13.366095129723817,0.0,2012,0,12.6,16.0,0.0,19.8,0.09531017980432487,0.09531017980432487,0.7419373447293773,0.49469624183610705,765000,1010000,15.7,NrlyLvl,892000,14.0225255403564,1180000
212,,FOUR,oakleigh,3166,20160421,WkDay,ThDay,WrkngDy,sold,AptFlat,1.3862943611198906,0.6931471805599453,0.6931471805599453,63,30,3.6109179126442243,N,N,Y,N,98.0,59.0,6.499787040655854,2016,1.0986122886681098,0.0,10.596659732783579,0.0,1976,0,17.1,24.2,0.33647223662121295,20.2,1.1631508098056809,0.7419373447293773,0.8754687373538999,0.3987761199573678,800000,1060000,17.8,NrlyLvl,886667,13.774689605110144,997000
213,THREE,,hughesdale,3166,20170304,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,0.6931471805599453,1.0986122886681098,51,47,3.9318256327243257,Y,N,Y,N,70.0,43.5,5.799092654460526,1970,1.0986122886681098,0.0,12.013706813470414,0.0,1989,0,16.1,27.4,0.0,19.3,0.33647223662121295,0.33647223662121295,0.5877866649021191,0.5933268452777344,800000,1060000,0.0,,941833,12.706850963741102,650000
214,,,hughesdale,3166,20151212,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,54,34,3.6888794541139363,Y,N,N,N,70.0,43.5,6.400257445308821,1940,0.6931471805599453,0.0,0.0,0.0,0,0,10.1,18.3,1.0986122886681098,20.6,0.09531017980432487,0.09531017980432487,1.1314021114911006,0.12221763272424921,938000,1810000,15.0,NrlyLvl,1210667,14.115615891155079,1420000
215,ONE,ONE,hughesdale,3166,20150502,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,55,40,3.713572066704308,Y,N,Y,Y,70.0,43.5,6.077642243349034,1960,0.6931471805599453,1.0986122886681098,0.0,6.042632833682381,0,2011,11.6,22.2,0.0,20.1,0.4054651081081644,0.33647223662121295,0.9932517730102833,0.37156355643248307,1080000,1430000,0.0,GntlyInclnd,1070333,14.180154365996387,1350000
216,,FOUR,huntingdale,3166,20160618,WkEnd,SDay,WrkngDy,sold,Hse,1.6094379124341003,0.6931471805599453,1.0986122886681098,55,37,3.871201010907891,N,N,Y,N,59.5,16.5,6.405228458030842,1980,0.6931471805599453,0.0,0.0,0.0,0,0,10.0,12.7,2.2617630984737906,21.0,1.547562508716013,1.7404661748405046,1.62924053973028,0.5423242908253617,925000,1230000,19.1,NrlyLvl,1041667,13.910821646859095,1000000
217,,FIVE,huntingdale,3166,20160611,WkEnd,SDay,WrkngDy,sold,Hse,1.9459101490553132,0.6931471805599453,1.0986122886681098,57,39,3.8918202981106265,N,N,Y,N,59.5,16.5,6.51471269087253,1980,1.0986122886681098,0.0,11.849404844423074,0.0,1999,0,9.0,13.5,1.3862943611198906,20.7,1.0647107369924282,0.4700036292457356,0.5877866649021191,0.3920420877760237,925000,1230000,20.4,NrlyLvl,1063333,13.989464705423494,455000
218,,FIVE,huntingdale,3166,20160604,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,70,29,3.8501476017100584,N,N,N,N,59.5,16.5,6.434546518787453,1980,0.6931471805599453,0.0,0.0,0.0,0,0,9.8,13.4,1.9740810260220096,21.2,0.33647223662121295,0.33647223662121295,0.832909122935104,0.6205764877251099,973000,1420000,18.8,NrlyLvl,806667,13.910821646859095,1200000
219,,FOUR,huntingdale,3166,20160319,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,55,37,3.871201010907891,Y,N,Y,Y,59.5,16.5,6.507277712385012,1976,0.6931471805599453,0.0,0.0,0.0,0,0,12.0,18.8,1.916922612182061,20.9,0.5877866649021191,0.832909122935104,1.1631508098056809,0.5709795465857378,925000,1230000,22.1,NrlyLvl,1038333,13.774689605110144,997000
220,,ONE,huntingdale,3166,20160206,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.3862943611198906,55,37,3.871201010907891,Y,N,Y,N,59.5,16.5,6.401917196727186,1978,1.0986122886681098,0.0,11.264476926102367,0.0,1987,0,16.5,32.6,0.0,20.9,0.5306282510621704,0.4700036292457356,0.6931471805599453,0.4824261492442927,925000,1230000,18.1,NrlyLvl,1062667,13.8125070519525,1100000
221,,FOUR,huntingdale,3166,20150905,WkEnd,SDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,0.6931471805599453,55,37,3.871201010907891,Y,N,Y,N,59.5,16.5,6.401917196727186,1945,1.3862943611198906,0.0,11.502885230075814,0.0,1996,0,10.2,14.0,0.0,20.9,0.8754687373538999,0.4054651081081644,0.6931471805599453,0.4700036292457356,845000,1110000,18.3,GntlyInclnd,1148733,13.989464705423494,455000
222,,NINE,huntingdale,3166,20150606,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,70,29,3.8501476017100584,Y,N,N,N,59.5,16.5,6.405228458030842,1950,0.6931471805599453,0.6931471805599453,0.0,6.018593214496234,0,2015,9.2,16.6,0.18232155679395465,21.5,0.5877866649021191,0.5877866649021191,1.0986122886681098,0.6830968447064438,975000,1290000,15.3,NrlyLvl,1076667,13.910821646859095,820000
223,,,oakleigh,3166,20160319,WkEnd,SDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,1.0986122886681098,64,30,3.8918202981106265,N,N,N,N,98.0,59.0,6.610696044717759,1960,1.3862943611198906,0.0,11.652696102959753,0.0,1992,0,12.0,18.8,1.916922612182061,20.7,0.7884573603642702,0.7884573603642702,0.7884573603642702,0.5306282510621704,975000,1290000,16.2,GntlyInclnd,1047233,13.901689171636098,1100000
224,,,oakleigh,3166,20151130,WkDay,MDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,82,14,3.5263605246161616,Y,N,N,N,98.0,59.0,6.517671272912275,1960,1.0986122886681098,0.0,13.215855541983634,0.0,2008,0,10.0,32.2,0.0,20.1,1.4586150226995167,0.262364264467491,0.9162907318741551,0.48858001481867097,880000,1170000,15.9,GntlyInclnd,1192296,13.8125070519525,950000
225,,NINE,oakleigh,3166,20151022,WkDay,ThDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,1.0986122886681098,64,30,3.8918202981106265,Y,N,Y,N,98.0,59.0,6.289715570908998,1980,0.6931471805599453,0.0,0.0,0.0,0,0,11.4,16.7,2.0794415416798357,20.9,0.09531017980432487,0.09531017980432487,0.8754687373538999,0.4824261492442927,750000,1440000,15.8,NrlyLvl,1051000,0.0,0
226,,SIX,oakleigh,3166,20151017,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,1.0986122886681098,1.0986122886681098,63,30,3.6109179126442243,Y,N,Y,N,98.0,59.0,6.429719478039138,1930,1.6094379124341003,0.6931471805599453,11.790564777297387,6.53813982376767,1994,2017,11.5,20.5,0.0,19.8,1.0296194171811581,0.5306282510621704,0.33647223662121295,0.6418538861723948,815000,1740000,0.0,NrlyLvl,1388333,14.207553321415745,985000
227,,NINE,oakleigh,3166,20150926,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,1.0986122886681098,0.6931471805599453,63,30,3.6109179126442243,Y,N,Y,N,98.0,59.0,6.298949246855942,1998,1.3862943611198906,0.0,11.49273296168228,0.0,1997,0,6.6,17.9,0.0,20.3,1.1314021114911006,1.1314021114911006,0.8754687373538999,0.4054651081081644,925000,1230000,15.3,NrlyLvl,1063667,13.774689605110144,1100000
228,,FIVE,oakleigh,3166,20141129,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,65,35,3.871201010907891,Y,N,Y,Y,98.0,59.0,6.313548046277095,1950,1.9459101490553132,0.0,13.655342979519684,0.0,2014,0,11.9,24.1,0.0,20.5,0.7419373447293773,0.4700036292457356,0.6931471805599453,0.6780335427498971,1240000,1660000,13.7,NrlyLvl,1275000,13.864301674514206,890000
229,,FOUR,oakleigh,3166,20140823,WkEnd,SDay,WrkngDy,sold,Hse,1.6094379124341003,1.0986122886681098,1.0986122886681098,63,30,3.6109179126442243,Y,N,Y,Y,98.0,59.0,6.298949246855942,2000,1.6094379124341003,1.6094379124341003,10.596659732783579,6.3561076606958915,2010,2011,7.4,20.7,0.0,20.1,1.4816045409242156,0.262364264467491,0.01390290516899142,0.4762341789963716,1180000,1580000,15.4,NrlyLvl,1215000,14.207553321415745,1740000
230,,ONE,hughesdale,3166,20161015,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,1.0986122886681098,0.6931471805599453,66,31,3.7612001156935624,N,N,Y,N,70.0,43.5,6.230481447578482,1994,1.0986122886681098,0.0,10.959557617938563,0.0,1985,0,9.4,24.8,0.0,20.3,0.4054651081081644,0.4054651081081644,0.9932517730102833,0.2546422183735807,845000,1110000,0.0,NrlyLvl,1175667,14.180154365996387,1350000
231,,FIVE,hughesdale,3166,20150414,WkDay,TuDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,66,31,3.7612001156935624,N,N,N,N,70.0,43.5,6.63200177739563,1976,2.0794415416798357,0.6931471805599453,13.45883704259595,5.942799375126701,2007,2010,10.5,24.7,0.9555114450274363,20.4,0.4700036292457356,0.4054651081081644,1.0296194171811581,0.2546422183735807,1080000,1430000,16.4,NrlyLvl,1291500,14.115615891155079,1420000
232,,,hughesdale,3166,20150214,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,1.0986122886681098,0.6931471805599453,55,44,3.871201010907891,N,N,Y,N,70.0,43.5,6.298949246855942,1980,1.3862943611198906,0.0,12.140205241819144,0.0,1995,0,19.0,25.1,3.0252910757955354,19.9,0.18232155679395465,0.18232155679395465,0.6931471805599453,0.0,1370000,1830000,16.3,NrlyLvl,1374333,14.279245203127035,1160000
233,,SEVEN,hughesdale,3166,20141206,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,50,51,3.9889840465642745,Y,N,Y,N,70.0,43.5,6.3578422665081,1920,1.3862943611198906,0.0,13.372345140303285,0.0,2007,0,15.4,22.7,1.2809338454620642,20.2,0.4054651081081644,0.5877866649021191,1.1631508098056809,0.6523251860396903,880000,1170000,12.3,NrlyLvl,1298667,14.180154365996387,1350000
234,,THREE,hughesdale,3166,20140802,WkEnd,SDay,WrkngDy,sold,Hse,1.6094379124341003,1.0986122886681098,1.6094379124341003,52,50,3.8501476017100584,Y,N,Y,N,70.0,43.5,6.129050210060545,1940,1.0986122886681098,0.6931471805599453,13.151924121391561,5.638354669333745,2009,2007,4.8,11.9,2.451005098112319,18.9,0.8754687373538999,0.4054651081081644,0.012916225266546328,0.3220834991691133,1240000,1660000,0.0,NrlyLvl,1420000,14.855787622976248,1630000
235,,NINE,hughesdale,3166,20140510,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,60,30,3.8066624897703196,Y,N,N,Y,70.0,43.5,6.453624998892692,1920,1.0986122886681098,0.6931471805599453,12.334909912967877,5.981414211254481,2002,2011,12.9,16.3,2.4849066497880004,19.4,0.4054651081081644,0.5877866649021191,1.9459101490553132,0.6471032420585384,1030000,1360000,0.0,,1317000,14.166168133802548,1810000
236,,SEVEN,huntingdale,3166,20160511,WkDay,WDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,0.6931471805599453,70,29,3.8501476017100584,Y,N,N,N,59.5,16.5,6.405228458030842,1980,1.0986122886681098,0.0,11.719947764402807,0.0,1998,0,12.2,17.4,0.18232155679395465,21.4,0.6418538861723948,0.5877866649021191,0.9932517730102833,0.6780335427498971,975000,1290000,15.2,NrlyLvl,1047233,14.030622744032508,1260000
237,,SIX,huntingdale,3166,20150505,WkDay,TuDay,WrkngDy,sold,Hse,1.3862943611198906,1.0986122886681098,1.0986122886681098,70,29,3.8501476017100584,N,N,Y,N,59.5,16.5,6.434546518787453,1950,1.3862943611198906,0.0,13.3374763699232,0.0,2007,0,9.2,18.1,0.4700036292457356,21.2,0.4054651081081644,0.4054651081081644,0.832909122935104,0.598836501088704,1080000,1430000,19.0,NrlyLvl,1135000,13.910821646859095,1200000
238,,THREE,huntingdale,3166,20150502,WkEnd,SDay,WrkngDy,sold,Hse,1.791759469228055,1.0986122886681098,0.6931471805599453,55,37,3.871201010907891,N,N,N,N,59.5,16.5,6.396929655216146,1950,1.3862943611198906,0.0,13.396961730063138,0.0,2013,0,11.6,22.2,0.0,21.0,0.9555114450274363,0.6931471805599453,1.1314021114911006,0.5306282510621704,1030000,1360000,18.2,NrlyLvl,1523333,13.8924725250259,1100000
