Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,SalePrice
2298,NA,FIVE,ashwood,3147,20150808,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,77,24,42,Y,N,Y,Y,80.5,58.5,731,1960,2,2,120000,440,1996,2018,8.8,12.6,0.4,17.7,1.3,0.9,1.5,0.63,1180000,1580000,16.3,NrlyLvl,1335833,1080000,1200000,1300000
2299,NA,TWO,ashwood,3147,20150718,WkEnd,SDay,WrkngDy,sold,Hse,6,2,2,64,15,32,Y,N,Y,N,80.5,58.5,724,1960,5,0,740000,NA,2009,NA,6.1,11.5,0.4,18.2,1.8,0.8,2.1,1.05,1120000,1510000,NA,NrlyLvl,1559167,1080000,1200000,1300000
2302,NA,NINE,ashwood,3147,20150611,WkDay,ThDay,WrkngDy,sold,Hse,4,2,2,72,15,35,N,N,Y,Y,80.5,58.5,577,2015,2,4,128500,585,1997,2011,5.7,14,nan,17.6,2.3,0.6,1.4,1.09,1510000,2010000,16.1,GntlyInclnd,1481667,1520000,1580000,1365000
2324,NA,SEVEN,ashwood,3147,20170515,WkDay,MDay,WrkngDy,sold,Hse,3,1,1,60,81,68,N,N,N,N,80.5,58.5,604,1980,1,0,NA,NA,NA,NA,6.3,16.9,0,18,1.5,0.5,1.8,1.38,1030000,1360000,NA,GntlyInclnd,1141000,1120000,1120000,1300380
2331,NA,NA,ashwood,3147,20140628,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,68,21,34,Y,N,Y,Y,80.5,58.5,728,1955,3,0,665550,NA,2009,NA,9.7,13.3,0,17.3,1.2,0.2,1.1,1.08,1430000,1920000,17.3,NrlyLvl,1512500,650000,1510000,1300000
2359,NA,SIX,ashwood,3147,20170225,WkEnd,SDay,WrkngDy,sold,TwnHse,4,3,2,77,24,42,N,N,Y,N,80.5,58.5,382,2016,1,0,NA,NA,NA,NA,13.7,19.4,0,18.7,1.8,0.4,2.5,0.46,1210000,1570000,NA,NA,1230000,1420000,1420000,1400000
2360,NA,SIX,ashwood,3147,20161217,WkEnd,SDay,WrkngDy,sold,Hse,4,2,4,77,24,42,N,N,Y,Y,80.5,58.5,731,1970,1,0,NA,NA,NA,NA,15.1,20.9,0,18,1.3,0.1,1.9,0.59,1300000,1740000,16.8,NrlyLvl,1512500,1460000,1420000,1400000
2361,NA,EIGHT,ashwood,3147,20161022,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,68,21,34,Y,N,Y,N,80.5,58.5,728,1980,4,1,380200,700,2003,2017,6.9,13.2,16.4,18.1,1.6,0.6,1.9,1.1,1300000,1740000,17.1,GntlyInclnd,1479750,1610000,1520000,1440000
2374,NA,ONE,ashburton,3147,20140329,WkEnd,SDay,WrkngDy,sold,HseTwnHse,4,2,2,54,37,46,N,N,Y,Y,31.5,57.5,449,2014,1,0,NA,NA,NA,NA,12.3,22.1,0.2,15,1.8,0.3,1.7,1.06,1370000,1830000,NA,NA,1916667,1650000,1500000,1400000
2380,NA,FIVE,ashwood,3147,20170722,WkEnd,SDay,WrkngDy,sold,Hse,4,2,1,73,23,39,N,N,Y,Y,80.5,58.5,804,1965,3,0,166000,NA,1997,NA,5.4,12.4,0,18.1,1.4,0.2,1.8,0.5,1240000,1660000,18.4,GntlyInclnd,1477833,1460000,1420000,1450000
2383,NA,FIVE,ashwood,3147,20170408,WkEnd,SDay,WrkngDy,sold,HseVacLnd,2,1,2,55,47,51,N,N,N,N,80.5,58.5,803,1950,1,0,NA,NA,NA,NA,18.6,28.1,0,18.3,1.6,0.3,2.1,0.93,1370000,1830000,15.2,GntlyInclnd,1263333,1080000,1200000,1495000
2397,NA,NINE,ashburton,3147,20170320,WkDay,MDay,WrkngDy,sold,Hse,3,1,2,69,20,34,Y,N,Y,Y,31.5,57.5,696,1950,1,0,NA,NA,NA,NA,19.3,28,0,15.6,0.8,0.5,1.4,0.43,1350000,2070000,15.2,NrlyLvl,1736667,1420000,1870000,1500000
2398,NA,SIX,ashburton,3147,20170318,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,66,16,32,Y,N,N,N,31.5,57.5,696,1975,1,0,NA,NA,NA,NA,12.4,30.8,0,15.3,0.6,0.4,1.8,0.31,1300000,1740000,15.4,GntlyInclnd,1793333,1080000,1200000,1500000
2402,NA,THREE,ashburton,3147,20161112,WkEnd,SDay,WrkngDy,sold,Hse,3,2,3,54,37,46,Y,Y,Y,Y,31.5,57.5,660,1949,1,0,NA,NA,NA,NA,13.2,25.5,2,15.5,0.3,0.3,1.3,0.81,1370000,1830000,NA,GntlyInclnd,1636000,1480000,1510000,1500000
2418,NA,THREE,ashburton,3147,20141206,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,73,7,32,N,Y,Y,Y,31.5,57.5,500,2004,3,2,835000,320,2012,2011,15.4,22.7,2.6,15.3,1.6,0.3,1.4,0.25,1740000,2330000,16.5,NrlyLvl,2021667,1520000,1580000,1500000
2426,NA,THREE,ashwood,3147,20161015,WkEnd,SDay,WrkngDy,sold,Hse,4,2,1,68,23,42,Y,N,Y,N,80.5,58.5,597,1940,2,0,220000,NA,1997,NA,9.4,24.8,0,18.1,2.3,1,2.1,2.14,1430000,1920000,15.3,GntlyInclnd,1475000,1520000,1580000,1500000
2429,NA,FOUR,ashwood,3147,20160806,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,72,15,35,Y,N,Y,Y,80.5,58.5,620,2000,2,0,157950,NA,1997,NA,5.8,14.4,0,17.5,1.2,0.5,1.3,1.16,1430000,1920000,19.3,ModInclnd,1425583,1080000,1200000,1500000
2432,NA,THREE,ashwood,3147,20151107,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,72,15,35,Y,N,N,N,80.5,58.5,510,2000,2,3,145000,800,1997,2016,11.9,16.8,1.2,16.9,1.3,0.5,0.7,1.23,1430000,1920000,19.9,NrlyLvl,1441667,1520000,1580000,1500000
2433,NA,ONE,ashwood,3147,20150926,WkEnd,SDay,WrkngDy,sold,Hse,4,2,1,68,23,42,Y,N,N,N,80.5,58.5,743,1950,2,0,572000,NA,2007,NA,6.6,17.9,0,17.4,2,0.3,1.2,0.63,1510000,2010000,19.5,NrlyLvl,1512500,1480000,1450000,1512000
2434,NA,ONE,ashwood,3147,20150530,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,55,39,43,Y,N,Y,N,80.5,58.5,723,2004,3,0,700000,NA,2012,NA,11,17.3,0,16.3,7,1.7,0.043,1.08,1240000,1660000,16.9,GntlyInclnd,1514500,1500000,1170000,1545000
2440,NA,FOUR,ashburton,3147,20160521,WkEnd,SDay,WrkngDy,sold,HseVacLnd,3,1,2,67,27,38,N,N,N,N,31.5,57.5,538,1980,1,0,NA,NA,NA,NA,8.1,18.5,0,16.1,0.4,1,2.4,0.44,1430000,1920000,15.3,GntlyInclnd,1666667,1900000,1510000,1500000
2463,NA,FIVE,ashburton,3147,20161210,WkEnd,SDay,WrkngDy,sold,Hse,3,1,3,61,21,35,Y,N,N,N,31.5,57.5,780,1940,2,1,249000,620,1998,2011,11.2,18.8,0.2,15.5,1.4,1.4,5.7,0.61,1510000,2010000,18.3,NrlyLvl,1805000,1900000,1680000,1655000
2468,NA,FOUR,ashburton,3147,20160716,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,75,20,37,N,N,N,N,31.5,57.5,673,1935,1,0,NA,NA,NA,NA,7.8,13.7,0,16,0.9,0.6,0.8,2.08,1660000,2220000,NA,GntlyInclnd,1737667,1430000,1370000,1600000
2469,NA,NINE,ashburton,3147,20160528,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,75,20,37,Y,N,Y,N,31.5,57.5,640,1976,1,0,NA,NA,NA,NA,5.7,13.2,0.6,15.1,0.4,0.4,2.2,0.72,1580000,2120000,15.3,NrlyLvl,1666667,1480000,1510000,1600000
2472,NA,NINE,ashburton,3147,20151212,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,54,37,46,N,N,Y,Y,31.5,57.5,669,1975,4,0,1240000,NA,2010,NA,10.1,18.3,2,15.6,0.2,0.2,1.9,2.42,1740000,2330000,18.1,GntlyInclnd,1851667,2000000,1550000,1660000
2473,NA,SEVEN,ashburton,3147,20150512,WkDay,TuDay,WrkngDy,sold,Hse,3,2,1,73,22,35,Y,N,Y,Y,31.5,57.5,696,1920,2,0,38000,NA,1980,NA,12.8,17.4,0,16.1,0.3,0.3,1.7,0.99,1740000,2330000,15.3,GntlyInclnd,2167500,1900000,1430000,1600000
2474,NA,FIVE,ashburton,3147,20150321,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,73,22,35,Y,N,Y,N,31.5,57.5,697,1928,3,0,90000,NA,1985,NA,11.9,22.7,0,14.8,0.9,0.1,1.7,1,1890000,2280000,15.5,GntlyInclnd,2210000,2000000,2240000,1685000
2479,NA,SEVEN,ashwood,3147,20170617,WkEnd,SDay,WrkngDy,sold,Hse,4,3,3,64,15,32,N,Y,Y,Y,80.5,58.5,725,1958,3,0,1180000,NA,2012,NA,4.2,15.5,0,15.8,0.5,0.9,1.2,1.26,1300000,1740000,16.8,NrlyLvl,1514500,1610000,1520000,1680000
2482,NA,THREE,ashwood,3147,20151202,WkDay,WDay,WrkngDy,sold,Hse,4,2,2,55,45,44,Y,Y,Y,Y,80.5,58.5,1012,1980,3,0,700000,NA,2004,NA,9.2,17.5,0,16.8,1.4,0.2,0.7,2.49,1660000,2220000,NA,GntlyInclnd,1758333,1120000,1350000,1600000
2490,NA,ONE,ashburton,3147,20151024,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,75,20,37,N,Y,Y,Y,31.5,57.5,756,1950,2,6,150000,450,1993,2016,9.2,19.5,0,15.5,0.4,0.6,1.7,0.91,1660000,2220000,NA,NrlyLvl,1780000,850000,1380000,1620000
2494,NA,SEVEN,ashburton,3147,20140912,WkDay,FDay,WrkngDy,sold,Hse,4,3,2,62,14,34,Y,N,Y,N,31.5,57.5,696,1927,1,0,NA,NA,NA,NA,5.8,15.5,0,15.6,0.3,1.1,1.4,0.21,1740000,2330000,NA,NrlyLvl,1816667,2350000,2000000,1600000
2497,NA,SEVEN,ashwood,3147,20170524,WkDay,WDay,WrkngDy,sold,Hse,5,2,4,64,15,32,Y,N,Y,N,80.5,58.5,732,1975,2,0,775000,NA,2009,NA,11.7,17.1,0,16.7,6.6,1.3,0.4,0.97,1430000,1920000,17.1,NrlyLvl,1559167,1200000,1480000,1625000
2501,NA,NA,ashwood,3147,20160402,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,72,15,35,Y,N,Y,Y,80.5,58.5,585,2000,5,1,956000,875,2012,2010,15.5,19.5,0,17.7,2.4,0.6,1.5,1.13,1580000,2120000,18.1,ModInclnd,1475000,1450000,650000,1600000
2521,NA,ONE,ashwood,3147,20160305,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,64,25,40,Y,Y,Y,N,80.5,58.5,697,1960,2,1,400000,270,2004,2002,20.4,23.7,1.2,17.3,0.6,0.5,1.1,1.66,1660000,2220000,16.3,NrlyLvl,1517500,1450000,749900,1700000
2524,NA,THREE,ashburton,3147,20170617,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,78,11,35,N,N,N,N,31.5,57.5,603,1940,1,0,NA,NA,NA,NA,4.2,15.5,0,16.2,0.7,0.7,0.9,0.22,1510000,2010000,15.3,NrlyLvl,1973333,1680000,1740000,1700000
2539,NA,THREE,ashburton,3147,20170624,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,73,7,32,Y,N,Y,N,31.5,57.5,719,1948,2,1,182000,2933,1995,2017,8.3,12.3,1.4,15.3,0.6,0.9,1.7,0.42,1580000,2120000,17.2,NrlyLvl,2023500,1450000,1110000,1850000
2541,NA,THREE,ashburton,3147,20170225,WkEnd,SDay,WrkngDy,sold,Hse,4,2,4,68,27,41,Y,Y,Y,Y,31.5,57.5,748,1950,4,0,210000,NA,1994,NA,13.7,19.4,0,15.4,1.5,0.3,1.3,2.14,1660000,2220000,18.6,GntlyInclnd,1966667,1930000,2170000,1800000
2556,NA,THREE,ashburton,3147,20170603,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,67,27,38,N,N,Y,Y,31.5,57.5,676,1975,1,0,NA,NA,NA,NA,9.9,14.3,0,16,0.8,0.9,0.8,0.16,1890000,2270000,NA,NA,1953333,2170000,2240000,1800000
2557,NA,FIVE,ashburton,3147,20170601,WkDay,ThDay,WrkngDy,sold,Hse,2,2,2,67,27,38,N,Y,N,N,31.5,57.5,627,1920,3,1,310000,550,1998,2017,7.9,13.9,0.4,15.7,0.4,0.7,0.9,0.03,1660000,2220000,15.9,NrlyLvl,1999167,1480000,1510000,1880000
2569,NA,FOUR,ashburton,3147,20150523,WkEnd,SDay,WrkngDy,sold,Hse,4,2,3,73,22,35,Y,N,Y,Y,31.5,57.5,664,1925,4,0,920000,NA,2005,NA,10.4,13.3,0,16.6,0.9,1.2,1.1,1.05,1430000,2300000,15.2,GntlyInclnd,2571667,1900000,1430000,1988000
2576,NA,FOUR,ashburton,3147,20151006,WkDay,TuDay,WrkngDy,sold,Hse,3,2,2,73,22,35,Y,N,N,N,31.5,57.5,909,1940,2,0,250500,NA,1988,NA,15.5,35.8,0,15,1.8,0.3,1.7,1.06,1350000,2300000,20.8,NrlyLvl,2174167,1430000,1350000,1900000
2578,NA,TWO,ashburton,3147,20170617,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,73,22,35,Y,N,Y,Y,31.5,57.5,673,1984,2,0,426000,NA,1999,NA,4.2,15.5,0,15.5,0.6,0.7,1.9,0.94,1860000,2350000,15.2,NrlyLvl,2285000,2000000,2240000,2170000
2625,NA,TWO,ashburton,3147,20160323,WkDay,WDay,WrkngDy,sold,Hse,4,3,4,66,16,32,N,Y,Y,Y,31.5,57.5,696,2012,2,0,870000,NA,2012,NA,13.7,28.8,0,15.2,1.4,0.1,1.2,0.15,1540000,2470000,15.3,NrlyLvl,2600000,2350000,2000000,2750000
2997,TWO,NINE,chadstone,3148,20150328,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,47,52,50,N,N,Y,Y,58,77.5,631,1960,4,4,NA,340,2013,2013,12.7,19.1,0,18.4,0.9,0.4,1.2,1.65,630000,825000,15.2,GntlyInclnd,673970,650000,338880,600000
3013,ONE,FOUR,chadstone,3148,20140329,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,60,42,48,N,N,Y,Y,58,77.5,660,1960,1,0,NA,NA,NA,NA,12.3,22.1,0.2,19.7,1.2,0.3,4.3,1.67,690000,910000,15.1,GntlyInclnd,933000,1120000,1270000,612000
3015,TWO,SEVEN,chadstone,3148,20140301,WkEnd,SDay,WrkngDy,sold,AptTwHse,3,2,2,61,49,59,Y,N,Y,Y,58,77.5,202,1950,2,0,300000,NA,2010,NA,14.5,22.3,0,18.5,4.1,1,3.1,2.2,660000,865000,NA,ModInclnd,765000,1120000,1120000,610000
3121,ONE,SIX,chadstone,3148,20150228,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,55,60,49,Y,N,Y,N,58,77.5,355,1960,3,0,338000,NA,2009,NA,17.9,32.3,0,19.4,1.2,0.4,4.5,1.92,690000,910000,NA,NrlyLvl,933000,860000,956000,650000
3204,TWO,FOUR,chadstone,3148,20160604,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,1,57,32,53,Y,N,Y,N,58,77.5,700,1960,3,0,542000,NA,2012,NA,9.8,13.4,6.2,18.9,0.062,0.062,3.8,1.41,630000,825000,NA,GntlyInclnd,810000,840000,780000,700000
3206,TWO,FOUR,chadstone,3148,20150928,WkDay,MDay,WrkngDy,sold,TwnHse,3,2,1,51,47,50,Y,N,N,N,58,77.5,275,1964,3,2,550000,425,2010,2008,8.3,21.4,0,20.2,0.3,0.3,1.9,1.89,690000,910000,NA,ModInclnd,970000,860000,956000,750000
3216,NA,THREE,chadstone,3148,20140301,WkEnd,SDay,WrkngDy,sold,Hse,3,1,4,51,47,50,N,N,Y,Y,58,77.5,736,1980,1,1,NA,399,NA,2016,14.5,22.3,0,19.2,0.6,0.5,4.3,2.16,925000,1230000,16.2,NrlyLvl,1280000,1120000,1120000,747000
3276,NA,FIVE,chadstone,3148,20150627,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,1,55,60,49,N,N,Y,Y,58,77.5,214,2006,3,1,599999,2477,2011,2015,8,14.1,0,20.3,0.4,0.4,3.8,1.79,630000,825000,NA,NA,695000,1120000,1080000,750000
3289,TWO,FOUR,chadstone,3148,20150928,WkDay,MDay,WrkngDy,sold,TwnHse,3,2,1,51,47,50,Y,N,N,N,58,77.5,275,1964,3,2,550000,425,2010,2008,8.3,21.4,0,19.4,0.6,0.3,4.2,1.89,690000,910000,NA,ModInclnd,970000,860000,956000,750000
3327,FIVE,ONE,chadstone,3148,20160528,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,1,45,42,49,Y,N,Y,Y,58,77.5,1817,2005,3,2,600000,525,2010,2009,5.7,13.2,0.6,19.2,1.4,0.3,1.6,1.09,725000,955000,NA,GntlyInclnd,813667,712000,860000,800000
3328,NA,NINE,chadstone,3148,20151107,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,55,60,49,N,N,N,N,58,77.5,655,1980,2,0,820000,NA,2014,NA,11.9,16.8,1.2,18.6,1.8,1.5,1.4,1.95,845000,1110000,17.0,NrlyLvl,1122000,1080000,1400000,840000
3335,ONE,NA,chadstone,3148,20150314,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,61,49,59,N,N,Y,Y,58,77.5,640,2005,1,0,NA,NA,NA,NA,9.4,30.1,0,18.3,1.2,0.1,1,2.03,765000,1010000,16.9,GntlyInclnd,856333,840000,780000,800000
3336,NA,EIGHT,chadstone,3148,20150307,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,57,32,53,N,N,N,N,58,77.5,616,1977,2,1,550000,300,2014,2015,15.4,22.6,0.2,18.3,0.5,0.5,3.2,1.6,975000,1290000,16.4,GntlyInclnd,673970,1080000,1120000,820000
3338,THREE,FIVE,chadstone,3148,20150226,WkDay,ThDay,WrkngDy,sold,TwnHse,4,3,2,51,43,48,Y,N,Y,N,58,77.5,230,2015,1,0,NA,NA,NA,NA,16,23.2,0,18.3,0.6,0.5,2.9,NA,968000,1660000,NA,NrlyLvl,1018667,1080000,1380000,835666
3341,NA,ONE,chadstone,3148,20141018,WkEnd,SDay,WrkngDy,sold,Hse,3,1,0,47,52,50,N,N,N,N,58,77.5,709,1950,2,1,538000,250,2009,2015,8,24.6,0,18.8,1.4,0.2,1.3,1.77,925000,1230000,17.5,GntlyInclnd,1110833,1120000,1270000,800000
3405,THREE,FOUR,chadstone,3148,20170716,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,1,52,32,43,Y,Y,Y,N,58,77.5,786,2011,1,0,NA,NA,NA,NA,3,12.5,0,18.4,0.6,0.6,0.8,2.73,765000,1010000,18.4,NrlyLvl,813667,780000,839000,850000
12952,FIVE,SIX,oakleigh,3166,20141008,WkDay,WDay,WrkngDy,sold,AptFlat,1,1,1,65,58,61,N,N,N,N,98,59,1338,2002,2,4,264000,340,2004,2016,9,18.6,1,19.9,0.2,0.2,0.5,1.69,335000,440000,NA,NA,387667,780000,478000,338000
12975,NA,THREE,oakleigh,3166,20150609,WkDay,TuDay,WrkngDy,sold,AptFlat,1,1,1,54,34,42,N,N,N,N,98,59,1234,1920,2,1,375000,330,2010,2010,10.3,13.5,4,19.8,0.3,0.3,0.6,1.68,315000,415000,NA,NrlyLvl,400000,NA,NA,340000
12979,SEVEN,FOUR,hughesdale,3166,20150222,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,47,55,48,N,N,N,N,70,43.5,925,1960,2,1,221000,260,2004,2006,20.3,35.3,1.6,18.6,0.8,0.2,0.4,0.18,405000,530000,NA,NA,479667,927500,478000,380000
12991,TWO,SIX,oakleigh,3166,20150624,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,1,65,58,61,N,N,N,N,98,59,1338,2002,4,1,350000,320,2010,2006,12.2,16,0,19.9,0.2,0.2,0.5,1.69,350000,460000,NA,NA,401000,478000,750000,365000
12995,ONE,FIVE,oakleigh,3166,20141108,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,54,34,42,N,N,N,N,98,59,811,1960,2,3,406500,260,2010,2011,18,34.9,0,19.7,0.3,0.3,0.7,1.65,370000,480000,NA,NA,414000,385000,1550000,360000
12997,FOUR,NINE,hughesdale,3166,20140821,WkDay,ThDay,WrkngDy,sold,AptHse,2,1,1,52,42,45,N,N,N,N,70,43.5,861,1967,4,1,182250,270,2002,2008,7.5,17.8,0,19.1,1.5,0.7,0.3,0.47,405000,530000,NA,NA,450667,650000,338880,365000
12998,EIGHT,FIVE,hughesdale,3166,20140122,WkDay,WDay,WrkngDy,sold,AptHse,2,1,1,52,50,46,N,N,N,N,70,43.5,923,1960,4,5,285001,360,2009,2017,16,21.7,0.2,19,0.8,1,0.3,0.38,370000,480000,NA,NA,479667,650000,400000,372000
13013,SEVEN,SIX,oakleigh,3166,20161130,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,0,65,58,61,N,N,N,N,98,59,1338,2002,4,4,386000,360,2011,2010,13.3,18.9,0,19.9,0.2,0.2,0.5,1.69,350000,460000,NA,NA,401000,400000,422000,375000
13014,EIGHT,SIX,oakleigh,3166,20160322,WkDay,TuDay,WrkngDy,sold,AptFlat,2,1,2,65,58,61,N,N,N,N,98,59,1338,2002,4,4,375000,395,2014,2017,11.4,24.3,0,19.9,0.2,0.2,0.5,1.69,370000,480000,NA,NA,401000,400000,422000,380000
13015,TWO,NA,oakleigh,3166,20140924,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,1,54,34,42,N,N,N,N,98,59,1330,1960,2,0,80000,NA,1998,NA,15,23.8,0,19.5,0.5,0.6,0.7,1.77,385000,505000,NA,NA,414000,400000,438000,381500
13016,FIVE,SIX,oakleigh,3166,20140815,WkDay,FDay,WrkngDy,sold,AptFlat,2,1,1,65,58,61,N,N,N,N,98,59,1338,2002,4,1,371600,355,2011,2011,3.6,16.9,0,19.9,0.2,0.2,0.5,1.69,350000,460000,NA,NA,401000,400000,422000,372000
13062,FOUR,THREE,hughesdale,3166,20160716,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,47,55,48,N,N,Y,N,70,43.5,1052,1960,2,2,85000,280,1998,2010,7.8,13.7,0,18.4,1.4,1.8,1.9,2.49,338000,650000,NA,NA,469167,650000,338880,370000
13066,THREE,FIVE,huntingdale,3166,20160224,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,1,57,39,48,N,N,Y,Y,59.5,16.5,710,1960,3,3,355000,320,2010,2010,22.4,25.6,0,20.8,0.4,1.1,0.8,0.74,335000,440000,NA,NA,432667,558000,478000,360000
13070,TWO,FIVE,oakleigh,3166,20160922,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,54,34,42,N,N,N,N,98,59,814,1960,2,1,409500,365,2010,2015,9.6,13.4,1.2,19.7,0.3,0.3,0.7,1.64,350000,460000,NA,NA,414000,400000,422000,380000
13072,EIGHT,SIX,oakleigh,3166,20140503,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,65,58,61,N,N,N,N,98,59,1338,2002,4,4,375000,395,2014,2017,9.8,16,1.4,19.9,0.2,0.2,0.5,1.69,370000,480000,NA,NA,401000,400000,422000,375000
13076,TWO,FIVE,hughesdale,3166,20170712,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,1,52,50,46,N,N,Y,N,70,43.5,923,1960,5,0,200000,NA,2002,NA,3.2,15.1,0,19,0.8,1,0.3,0.39,350000,460000,NA,NA,465167,650000,400000,410000
13077,TWO,FIVE,hughesdale,3166,20170710,WkDay,MDay,WrkngDy,sold,AptFlat,2,1,0,52,50,46,N,N,Y,N,70,43.5,923,1960,5,0,200000,NA,2002,NA,7,16,0,19,0.8,1,0.3,0.39,350000,460000,NA,NA,465167,650000,400000,410000
13078,FOUR,FIVE,hughesdale,3166,20170203,WkDay,FDay,WrkngDy,sold,AptFlat,2,1,1,63,39,51,N,N,Y,Y,70,43.5,1366,2010,1,0,NA,NA,NA,NA,15.4,27.6,0,19.3,0.3,0.1,2.4,0.69,405000,530000,NA,NrlyLvl,479667,450000,682000,440000
13079,FIVE,SEVEN,hughesdale,3166,20161027,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,47,55,48,N,N,N,N,70,43.5,832,1970,2,1,245000,250,2003,2005,10.1,15.4,0.2,18.5,1.4,1.7,5,0.1,450000,585000,NA,NA,505833,650000,338880,441500
13082,THREE,FIVE,hughesdale,3166,20160530,WkDay,MDay,WrkngDy,sold,AptFlat,2,1,1,63,39,51,N,N,Y,Y,70,43.5,1340,2010,2,0,485000,NA,2011,NA,7.2,15.4,0,19.3,0.3,0.1,2.4,0.68,405000,530000,NA,NrlyLvl,479667,450000,682000,448000
13083,FOUR,FIVE,hughesdale,3166,20160305,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,52,50,46,N,N,N,N,70,43.5,917,1968,3,5,263000,375,2006,2016,20.4,23.7,1.2,18.9,1.4,0.4,0.072,0.31,430000,560000,NA,GntlyInclnd,654000,650000,720000,430000
13084,FOUR,NA,hughesdale,3166,20141220,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,55,40,40,N,N,N,N,70,43.5,958,1960,2,4,95000,350,1989,2010,12.5,22.5,0,19.8,0.2,0.5,1.9,0.76,495000,645000,NA,NA,615000,720000,752000,450000
13091,FIVE,NA,oakleigh,3166,20161019,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,1,54,34,42,N,N,N,N,98,59,1330,1960,3,0,192450,NA,2002,NA,7.5,16.5,2.6,19.5,0.5,0.6,0.7,1.79,405000,530000,NA,NA,414000,400000,438000,430000
13092,ONE,NINE,oakleigh,3166,20160519,WkDay,ThDay,WrkngDy,sold,AptHseTwnHse,2,1,1,54,34,42,N,N,Y,Y,98,59,1260,2004,2,1,375000,370,2006,2011,14.6,18.4,0,19.9,0.2,0.2,0.8,1.75,385000,505000,NA,NA,414000,400000,422000,420000
13094,NA,NINE,oakleigh,3166,20141203,WkDay,WDay,WrkngDy,sold,AptFlat,2,2,1,54,34,42,N,N,N,N,98,59,1257,2004,3,1,410000,360,2011,2009,16.2,23.9,0,19.9,0.2,0.2,0.8,1.75,450000,585000,NA,NA,414000,400000,422000,440000
13099,THREE,FIVE,hughesdale,3166,20160530,WkDay,MDay,WrkngDy,sold,AptFlat,2,1,1,63,39,51,N,N,Y,Y,70,43.5,1340,2010,2,0,485000,NA,2011,NA,7.2,15.4,0,19.3,0.3,0.1,2.4,0.68,405000,530000,NA,NrlyLvl,479667,450000,682000,448000
13100,EIGHT,ONE,hughesdale,3166,20140818,WkDay,MDay,WrkngDy,sold,AptFlat,2,1,1,60,30,44,N,N,N,N,70,43.5,1283,1950,5,1,152500,330,2000,2011,10.2,13.5,0,19.7,0.1,0.1,1.7,NA,430000,560000,NA,NA,521500,927500,478000,429000
